issue_id,design_decisions,parent_id,summary,issue_type,status,priority,resolution,created,updated,resolved,comment_count,downloaded_comment_count,downloaded_human_comment_count,attachment_count
MAPREDUCE-2956,True False False,,CompositeService should try to stop all services even if one fails,Bug,Closed,Major,Duplicate,2011-09-08T19:01:24.976+0000,2011-11-15T00:48:24.826+0000,2011-09-14T08:43:28.710+0000,2,2,2,0
MAPREDUCE-2872,False True False,,Optimize TaskTracker memory usage,Improvement,Resolved,Major,Won't Fix,2011-08-23T06:50:53.542+0000,2015-05-15T17:51:50.066+0000,2015-05-15T17:51:49.981+0000,3,3,3,0
MAPREDUCE-2858,True True False,MAPREDUCE-3101,MRv2 WebApp Security,Sub-task,Closed,Blocker,Fixed,2011-08-18T21:57:00.855+0000,2011-11-15T00:49:09.222+0000,2011-10-26T06:34:23.243+0000,108,108,93,10
MAPREDUCE-2841,False True True,,Task level native optimization,Improvement,Resolved,Major,Fixed,2011-08-13T07:29:51.420+0000,2017-10-19T05:54:02.250+0000,2014-09-13T01:47:29.072+0000,96,96,83,13
MAPREDUCE-2833,True True False,,Job Tracker needs to collect more job/task execution stats and save them to DFS file,New Feature,Resolved,Major,Fixed,2007-09-26T18:28:08.529+0000,2014-07-17T18:01:27.001+0000,2014-07-17T18:01:26.954+0000,2,2,2,0
MAPREDUCE-2831,True False False,,Some changes to Record I/O interfaces,Improvement,Open,Major,,2007-10-11T09:32:46.372+0000,2011-08-11T18:55:22.732+0000,,3,3,3,0
MAPREDUCE-2826,True False False,,Change the job state observer classes to interfaces,Improvement,Resolved,Major,Incomplete,2008-07-21T17:20:05.873+0000,2014-07-18T18:17:30.609+0000,2014-07-18T18:17:30.573+0000,6,6,6,0
MAPREDUCE-2818,True False False,,Rest API for retrieving job / task statistics ,New Feature,Resolved,Trivial,Implemented,2008-10-31T15:55:54.206+0000,2015-09-28T21:10:31.277+0000,2012-07-10T16:21:55.660+0000,14,14,13,1
MAPREDUCE-2812,True False False,,Combiner that aggregates all the mappers from a machine,New Feature,Open,Major,,2009-02-26T19:06:55.789+0000,2011-08-11T18:11:13.132+0000,,0,0,0,0
MAPREDUCE-2811,True True False,,Adding Multiple Reducers implementations.,New Feature,Open,Major,,2009-04-06T18:00:01.853+0000,2014-07-22T18:28:59.459+0000,,0,0,0,0
MAPREDUCE-2810,True False False,,CLI interface for managing Jobtracker Queues and ACLs,New Feature,Open,Major,,2009-04-15T01:54:33.275+0000,2011-08-11T18:08:11.551+0000,,1,1,1,0
MAPREDUCE-2778,True False False,MAPREDUCE-2764,Refactor token selectors to leverage common code,Sub-task,Open,Major,,2011-08-05T00:23:17.721+0000,2011-09-15T14:45:01.606+0000,,0,0,0,1
MAPREDUCE-2765,True True False,,DistCp Rewrite,New Feature,Closed,Major,Fixed,2011-08-02T12:04:10.699+0000,2014-05-12T03:02:01.521+0000,2012-01-26T06:50:14.663+0000,60,60,47,10
MAPREDUCE-2759,True False False,,TaskTrackerAction should follow Open Closed Principle,Improvement,Resolved,Minor,Won't Fix,2011-08-01T08:56:10.895+0000,2015-05-09T01:13:48.697+0000,2015-05-09T01:13:48.653+0000,2,2,2,0
MAPREDUCE-2750,True False False,,[MR-279] NodeManager should start its servers on ephemeral ports ,Bug,Closed,Major,Duplicate,2011-07-29T06:42:21.804+0000,2011-11-15T00:49:24.850+0000,2011-09-30T10:24:20.006+0000,6,6,6,0
MAPREDUCE-2740,False True False,,MultipleOutputs in new API creates needless TaskAttemptContexts,Bug,Closed,Major,Fixed,2011-07-28T20:39:42.319+0000,2011-11-15T00:48:06.541+0000,2011-08-01T17:52:55.650+0000,8,8,6,1
MAPREDUCE-2680,True False False,,Enhance job-client cli to show queue information for running jobs,Improvement,Closed,Minor,Fixed,2011-07-13T00:22:22.649+0000,2011-11-15T00:49:43.845+0000,2011-07-13T06:04:22.628+0000,6,6,3,1
MAPREDUCE-2719,True False False,,MR-279: Write a shell command application,New Feature,Closed,Major,Fixed,2011-07-21T05:01:20.313+0000,2011-11-15T00:49:59.459+0000,2011-09-30T22:27:12.051+0000,30,30,19,7
MAPREDUCE-2708,False True False,MAPREDUCE-2692,[MR-279] Design and implement MR Application Master recovery,Sub-task,Closed,Blocker,Fixed,2011-07-19T04:47:09.014+0000,2011-11-15T00:49:21.514+0000,2011-10-24T08:43:18.948+0000,34,34,22,5
MAPREDUCE-2648,True True False,,High Availability for JobTracker,New Feature,Resolved,Major,Won't Fix,2011-07-06T14:42:15.989+0000,2014-07-30T17:05:55.076+0000,2014-07-30T17:05:55.040+0000,7,7,7,1
MAPREDUCE-2653,True True False,,dynamic map slots (in addition to predifined) on each node which allows to execute cpu intensive jobs along with memory intensive jobs thereby reducing wastage of cpu cycles,Improvement,Open,Major,,2011-07-07T15:53:38.058+0000,2011-08-24T05:58:12.669+0000,,3,3,3,0
MAPREDUCE-2647,True True False,,Memory sharing across all the Tasks in the Task Tracker to improve the job performance,New Feature,Resolved,Major,Won't Fix,2011-07-06T10:59:14.635+0000,2015-02-12T10:18:51.920+0000,2015-02-12T10:18:51.846+0000,1,1,1,0
MAPREDUCE-2646,True False False,,MR-279: AM with same sized maps and reduces hangs in presence of failing maps,Bug,Closed,Critical,Fixed,2011-07-06T05:40:42.070+0000,2011-11-15T00:48:37.783+0000,2011-09-26T13:29:53.656+0000,14,14,6,2
MAPREDUCE-2637,True False False,,"Providing options to debug the mapreduce user code (Mapper, Reducer, Combiner, Sort implementations)",Improvement,Open,Major,,2011-07-01T15:10:59.928+0000,2012-05-18T20:19:45.680+0000,,12,12,12,0
MAPREDUCE-2636,False True False,,Scheduling over disks horizontally,Improvement,Open,Minor,,2011-07-01T08:29:02.012+0000,2013-01-07T22:12:00.890+0000,,3,3,3,0
MAPREDUCE-2634,True True False,,MapReduce Performance Improvements using forced heartbeat ,Improvement,Open,Minor,,2011-07-01T03:02:33.739+0000,2011-07-13T07:27:09.260+0000,,9,9,9,0
MAPREDUCE-2589,False True False,,TaskTracker not purging userlog directories,Bug,Closed,Minor,Won't Fix,2011-06-13T18:49:36.619+0000,2011-10-19T00:30:20.448+0000,2011-07-26T18:45:51.809+0000,13,13,11,3
MAPREDUCE-2583,True False False,,DistributedCache for M-R chains,New Feature,Open,Major,,2011-06-10T15:57:05.718+0000,2011-06-10T16:47:28.682+0000,,1,1,1,0
MAPREDUCE-2506,True True False,,Create a compatible interface for frameworks that need to clone MapReduce context objects.,Improvement,Open,Major,,2011-05-17T20:28:14.157+0000,2011-05-17T21:28:29.122+0000,,2,2,2,2
MAPREDUCE-2454,True False False,,Allow external sorter plugin for MR,New Feature,Closed,Minor,Fixed,2011-04-26T18:46:24.514+0000,2016-05-12T18:22:26.072+0000,2012-12-15T20:49:20.104+0000,138,138,110,33
MAPREDUCE-2446,False True True,,HCE 2.0,Improvement,Resolved,Major,Duplicate,2011-04-22T13:30:40.478+0000,2015-11-06T01:47:46.736+0000,2015-11-06T01:47:46.649+0000,4,4,4,0
MAPREDUCE-2436,True False False,,RAID block fixer should prioritize block fix operations,Improvement,Resolved,Major,Won't Fix,2011-04-13T19:15:18.214+0000,2017-08-01T17:12:53.464+0000,2017-08-01T17:12:53.397+0000,1,1,1,0
MAPREDUCE-2413,True True False,MAPREDUCE-2657,TaskTracker should handle disk failures at both startup and runtime,Sub-task,Closed,Major,Fixed,2011-03-31T18:43:44.874+0000,2013-08-29T04:30:11.720+0000,2011-04-22T23:07:56.977+0000,31,31,31,4
MAPREDUCE-2409,True False False,,Distributed Cache does not differentiate between file /archive for files with the same path,Bug,Closed,Major,Fixed,2011-03-30T01:23:12.470+0000,2011-09-02T22:13:19.416+0000,2011-07-21T01:59:31.952+0000,12,12,6,4
MAPREDUCE-2403,True False False,,MR-279: Improve job history event handling in AM to log to HDFS,Improvement,Closed,Major,Fixed,2011-03-23T23:28:52.147+0000,2011-11-15T00:49:58.322+0000,2011-03-24T04:32:20.541+0000,4,4,3,1
MAPREDUCE-2402,True False False,,Dump scheduling detail if any jobs are running,Improvement,Open,Minor,,2011-03-23T09:02:57.726+0000,2011-03-23T09:02:57.726+0000,,0,0,0,0
MAPREDUCE-2393,True False False,,No total min share limitation of all pools,Bug,Resolved,Major,Won't Fix,2011-03-17T05:47:58.553+0000,2015-05-08T10:41:31.338+0000,2015-05-08T10:41:31.253+0000,5,5,4,1
MAPREDUCE-2388,False True False,,Map tasks with no locality hints should not always be considered off-rack,Bug,Open,Major,,2011-03-16T06:20:35.655+0000,2011-03-16T06:27:44.548+0000,,1,1,1,0
MAPREDUCE-2384,True False False,,The job submitter should make sure to validate jobs before creation of necessary files,Improvement,Resolved,Major,Fixed,2011-03-15T04:42:02.244+0000,2016-05-12T18:23:21.984+0000,2012-05-28T13:16:03.777+0000,22,22,14,4
MAPREDUCE-2382,True False False,,Key/Value ordering within a single key/value set when multiple values exist for a key,Improvement,Resolved,Minor,Not A Problem,2011-03-14T12:37:03.566+0000,2011-03-15T15:16:10.738+0000,2011-03-15T15:16:10.730+0000,4,4,4,0
MAPREDUCE-2354,True True False,,Shuffle should be optimized,Improvement,Open,Major,,2011-03-04T11:01:18.460+0000,2015-03-09T20:29:12.632+0000,,6,6,6,0
MAPREDUCE-2349,False True False,,speed up list[located]status calls from input formats,Improvement,Closed,Major,Fixed,2011-03-01T22:47:41.646+0000,2014-04-10T13:11:47.631+0000,2014-03-20T02:50:05.829+0000,17,17,9,5
MAPREDUCE-2345,False True False,,Optimize jobtracker's  memory usage  ,Improvement,Resolved,Major,Won't Fix,2011-02-25T03:25:56.641+0000,2015-03-09T22:48:40.865+0000,2015-03-09T22:48:40.817+0000,7,7,7,1
MAPREDUCE-2275,True False False,,RaidNode should monitor and fix blocks that violate RAID block placement ,Improvement,Resolved,Major,Won't Fix,2011-01-19T23:10:14.420+0000,2017-08-01T17:12:59.114+0000,2017-08-01T17:12:59.073+0000,1,1,1,1
MAPREDUCE-2274,True False False,,Generalize block fixer scheduler options,Improvement,Resolved,Minor,Won't Fix,2011-01-19T22:56:20.339+0000,2017-08-01T17:12:54.396+0000,2017-08-01T17:12:54.362+0000,1,1,1,0
MAPREDUCE-2270,True False False,,CLONE -Implement a Map-Reduce application which can be used to reliably launch speculative tasks,Test,Open,Major,,2011-01-19T05:17:06.642+0000,2011-01-19T05:17:07.273+0000,,0,0,0,0
MAPREDUCE-2267,True True False,,Parallelize reading of blocks within a stripe,Improvement,Resolved,Major,Won't Fix,2011-01-15T01:30:12.193+0000,2017-08-01T17:10:09.480+0000,2017-08-01T17:10:09.420+0000,8,8,8,5
MAPREDUCE-2261,True True False,,Fair Multiple Task Assignment Scheduler (Assigning multiple tasks per heart beat),New Feature,Resolved,Major,Invalid,2011-01-13T13:22:09.635+0000,2011-03-16T05:13:02.035+0000,2011-02-25T16:37:04.465+0000,9,9,9,0
MAPREDUCE-2218,False True False,,schedule additional tasks when killactions are being dispatched,Improvement,Open,Major,,2010-12-14T23:38:07.766+0000,2010-12-22T14:14:34.498+0000,,1,1,1,0
MAPREDUCE-2235,True False False,,"JobTracker ""over-synchronization"" makes it hang up in certain cases ",Bug,Resolved,Major,Duplicate,2010-12-27T15:25:31.863+0000,2011-01-03T20:29:03.543+0000,2011-01-03T20:29:03.562+0000,2,2,2,1
MAPREDUCE-2225,True True False,,MultipleOutputs should not require the use of 'Writable',Improvement,Closed,Blocker,Fixed,2010-12-19T17:07:44.127+0000,2011-11-15T00:48:37.125+0000,2011-03-02T05:32:24.796+0000,12,12,8,3
MAPREDUCE-1998,True False False,,Size-based queuing for capacity scheduler,New Feature,Resolved,Major,Won't Fix,2010-08-06T19:33:35.099+0000,2011-11-02T17:39:59.496+0000,2011-11-02T17:39:59.461+0000,2,2,2,0
MAPREDUCE-2212,True False False,,MapTask and ReduceTask should only compress/decompress the final map output file,Improvement,Closed,Major,Won't Fix,2010-12-07T19:49:42.293+0000,2011-11-15T00:49:07.210+0000,2010-12-16T19:53:16.331+0000,12,12,12,0
MAPREDUCE-2208,True False False,,Flexible CSV text parser InputFormat,New Feature,Open,Trivial,,2010-12-03T03:59:14.959+0000,2013-03-20T18:58:36.870+0000,,14,14,14,2
MAPREDUCE-2202,True False False,,Generalize CLITest structure and interfaces to facilitate upstream adoption (e.g. for web or system testing),Improvement,Closed,Major,Fixed,2010-11-25T00:32:23.618+0000,2011-11-15T00:49:23.061+0000,2011-04-17T02:20:33.452+0000,7,7,5,1
MAPREDUCE-2201,False True False,,Quicker preemption causes excessive preemption in FairScheduler,Improvement,Open,Major,,2010-11-24T23:48:30.583+0000,2010-11-25T22:43:50.423+0000,,2,2,2,0
MAPREDUCE-2198,True False False,,Allow FairScheduler to control the number of slots on each TaskTracker,New Feature,Closed,Major,Won't Fix,2010-11-23T02:38:17.891+0000,2011-11-15T00:49:36.554+0000,2011-09-15T05:09:43.745+0000,23,23,22,2
MAPREDUCE-2171,True True False,,job recovery mechanism,Improvement,Open,Major,,2010-11-02T09:25:43.569+0000,2010-11-03T02:30:01.572+0000,,3,3,3,0
MAPREDUCE-2167,True True False,,Faster directory traversal for raid node,Improvement,Closed,Major,Fixed,2010-10-29T19:00:41.622+0000,2011-12-12T06:18:58.814+0000,2010-11-12T00:02:56.384+0000,12,12,10,4
MAPREDUCE-2156,False True False,,Raid-aware FSCK,Improvement,Closed,Major,Fixed,2010-10-26T17:16:06.656+0000,2013-05-02T02:29:34.181+0000,2010-12-03T06:00:15.711+0000,7,7,5,3
MAPREDUCE-2155,False True False,,RaidNode should optionally dispatch map reduce jobs to fix corrupt blocks (instead of fixing locally),Improvement,Closed,Major,Fixed,2010-10-26T17:06:58.131+0000,2013-05-02T02:29:33.554+0000,2010-11-30T06:25:27.823+0000,7,7,5,2
MAPREDUCE-2150,True False False,,RaidNode should periodically fix corrupt blocks,Improvement,Closed,Major,Fixed,2010-10-25T20:42:56.713+0000,2013-05-02T02:29:33.559+0000,2010-10-29T01:25:37.526+0000,6,6,6,2
MAPREDUCE-2142,True False False,,Refactor RaidNode to remove dependence on map reduce,Task,Closed,Major,Fixed,2010-10-19T05:29:00.651+0000,2011-12-12T06:18:31.356+0000,2010-11-08T08:49:12.657+0000,6,6,4,3
MAPREDUCE-2130,False True False,,Better distribution of files among DistRaid map tasks,Improvement,Resolved,Major,Won't Fix,2010-10-12T20:48:55.185+0000,2017-08-01T17:12:53.964+0000,2017-08-01T17:12:53.928+0000,1,1,1,0
MAPREDUCE-2128,True False False,,Add alternative search-provider to site,Improvement,Resolved,Minor,Fixed,2010-10-12T12:28:50.861+0000,2010-10-14T21:33:58.723+0000,2010-10-14T21:22:18.175+0000,4,4,4,1
MAPREDUCE-2123,True True False,,Multiple threads per JVM,Improvement,Resolved,Major,Not A Problem,2010-10-11T17:19:41.664+0000,2014-07-31T00:21:36.370+0000,2014-07-31T00:21:36.340+0000,1,1,1,0
MAPREDUCE-2117,True True False,,Superfast Distcp when copying data within the same hdfs cluster,Improvement,Open,Major,,2010-10-08T05:39:10.470+0000,2010-10-08T20:13:44.417+0000,,3,3,3,0
MAPREDUCE-2115,True False True,,[GridMix] Add emulation plugin support in GridMix,Improvement,Closed,Major,Duplicate,2010-10-07T05:22:09.374+0000,2011-11-15T00:50:03.362+0000,2011-06-15T11:03:04.345+0000,1,1,1,0
MAPREDUCE-2112,False True True,,Create a Common Data-Generator for Testing Hadoop,New Feature,Open,Minor,,2010-10-05T11:40:47.604+0000,2010-10-05T16:51:57.269+0000,,1,1,1,0
MAPREDUCE-2108,True False False,,Allow TaskScheduler manage number slots on TaskTrackers,New Feature,Closed,Major,Won't Fix,2010-10-04T21:06:52.182+0000,2011-11-15T00:49:20.929+0000,2011-09-15T05:09:16.529+0000,8,8,7,2
MAPREDUCE-2105,True False False,,Simulate Load Incrementally and Adaptively in GridMix3,Improvement,Closed,Major,Fixed,2010-10-04T11:27:54.829+0000,2011-11-15T00:49:17.053+0000,2011-06-15T11:04:19.633+0000,1,1,1,0
MAPREDUCE-2102,True False False,,Collect iops per task,New Feature,Open,Major,,2010-10-03T16:27:49.809+0000,2011-08-05T14:01:12.498+0000,,4,4,4,0
MAPREDUCE-2096,False True False,,Secure local filesystem IO from symlink vulnerabilities,Bug,Closed,Blocker,Fixed,2010-09-28T19:46:35.003+0000,2011-12-12T06:18:27.142+0000,2011-01-06T18:42:05.143+0000,21,21,18,5
MAPREDUCE-2083,True True False,,Run partial reduce instead of combiner at reduce node to overlap shuffle delay with reduce,Improvement,Resolved,Major,Incomplete,2010-09-21T22:31:20.253+0000,2015-03-10T02:54:59.131+0000,2015-03-10T02:54:59.090+0000,1,1,1,0
MAPREDUCE-2081,True False False,,[GridMix3] Implement functionality for get the list of job traces which has different intervals.,Test,Closed,Major,Fixed,2010-09-20T10:42:42.085+0000,2013-05-02T02:29:34.287+0000,2011-06-15T11:07:49.560+0000,10,10,10,5
MAPREDUCE-2080,True False False,,Reducer JVM process hangs,Bug,Resolved,Major,Fixed,2010-09-19T21:31:06.853+0000,2014-07-31T00:00:40.880+0000,2014-07-31T00:00:40.848+0000,2,2,2,1
MAPREDUCE-2070,True False False,,Cartesian product file split,New Feature,Open,Minor,,2010-09-15T23:04:19.465+0000,2013-05-02T02:29:33.766+0000,,3,3,3,1
MAPREDUCE-2067,True False False,,Distinct minicluster services (e.g. NN and JT) overwrite each other's service policies,Bug,Closed,Major,Fixed,2010-09-14T18:47:28.177+0000,2011-12-12T06:19:01.486+0000,2010-09-30T00:16:48.711+0000,5,5,4,2
MAPREDUCE-2039,True True False,,Improve speculative execution,Improvement,Resolved,Major,Fixed,2010-08-27T23:41:43.876+0000,2014-07-30T23:38:36.998+0000,2014-07-30T23:38:36.965+0000,4,4,4,0
MAPREDUCE-2038,True True False,,Making reduce tasks locality-aware,New Feature,Open,Major,,2010-08-27T21:36:35.031+0000,2014-07-17T17:37:24.310+0000,,6,6,6,0
MAPREDUCE-2037,True False False,,"Capturing interim progress times, CPU usage, and memory usage, when tasks reach certain progress thresholds",New Feature,Closed,Major,Fixed,2010-08-27T21:05:20.523+0000,2013-05-02T02:29:34.088+0000,2011-08-12T21:05:32.795+0000,13,13,10,2
MAPREDUCE-2036,True False False,,Enable Erasure Code in Tool similar to Hadoop Archive,Improvement,Resolved,Minor,Won't Fix,2010-08-27T20:19:32.150+0000,2017-08-01T17:12:56.662+0000,2017-08-01T17:12:56.611+0000,7,7,7,3
MAPREDUCE-2025,True True False,,Improve job counter wire protocol with incremental schema and delta values,Improvement,Open,Major,,2010-08-21T01:32:37.320+0000,2011-01-13T02:29:03.321+0000,,0,0,0,0
MAPREDUCE-2017,False True False,,Move jobs between queues post-job submit,New Feature,Resolved,Major,Won't Fix,2010-08-17T18:52:27.183+0000,2011-11-02T17:39:32.066+0000,2011-11-02T17:39:32.031+0000,0,0,0,0
MAPREDUCE-2010,True True False,,[Rumen] Parallelize TraceBuilder,Improvement,Open,Major,,2010-08-13T11:20:38.179+0000,2011-01-13T02:29:07.006+0000,,0,0,0,0
MAPREDUCE-2003,True False False,,It should be able to specify different jvm settings for map and reduce child process (via mapred.child.map.java.opts and mapred.child.reduce.java.opts options) ,Improvement,Closed,Major,Duplicate,2010-08-11T12:11:52.680+0000,2010-08-24T21:21:52.236+0000,2010-08-18T20:47:04.091+0000,3,3,3,0
MAPREDUCE-2002,True False False,,MRUnit driver classes should provide ability to set a configuration object to be passed into the mapper/reducer,Bug,Open,Minor,,2010-08-11T02:43:39.257+0000,2012-03-15T07:47:26.135+0000,,3,3,3,0
MAPREDUCE-2001,True False False,,Enhancement to SequenceFileOutputFormat to allow user to set MetaData,Improvement,Open,Minor,,2010-08-09T17:51:05.446+0000,2012-10-17T04:01:12.606+0000,,10,10,10,1
MAPREDUCE-1996,True False False,,API: Reducer.reduce() method detail misstatement,Bug,Closed,Trivial,Fixed,2010-08-05T17:05:31.982+0000,2011-11-15T00:49:31.964+0000,2011-02-28T05:26:14.868+0000,6,6,3,1
MAPREDUCE-1963,True False False,,[Herriot] TaskMemoryManager should log process-tree's status while killing tasks,Task,Open,Major,,2010-07-23T07:43:48.794+0000,2013-05-02T02:29:30.070+0000,,6,6,6,1
MAPREDUCE-1978,True False False,,[Rumen] TraceBuilder should provide recursive input folder scanning,Improvement,Closed,Major,Fixed,2010-07-28T10:23:31.575+0000,2011-11-15T00:49:58.161+0000,2011-05-02T09:30:25.850+0000,19,19,14,4
MAPREDUCE-1959,True False False,,Should use long name for token renewer on the client side,Bug,Open,Major,,2010-07-22T17:40:05.898+0000,2011-09-07T08:17:01.137+0000,,8,8,5,3
MAPREDUCE-1956,True True False,,allow reducer to initialize lazily,Improvement,Resolved,Major,Invalid,2010-07-21T17:38:01.013+0000,2010-07-21T22:24:07.982+0000,2010-07-21T22:24:07.996+0000,1,1,1,0
MAPREDUCE-1928,True True False,,Dynamic information fed into Hadoop for controlling execution of a submitted job,New Feature,Open,Major,,2010-07-08T22:10:31.749+0000,2012-01-03T13:43:49.956+0000,,4,4,4,0
MAPREDUCE-1939,True True False,,split reduce compute phase into two threads one for reading and another for computing,Improvement,Resolved,Major,Won't Fix,2010-07-14T02:59:57.543+0000,2015-03-10T02:53:58.055+0000,2015-03-10T02:53:58.017+0000,2,2,2,0
MAPREDUCE-1901,True True False,,Jobs should not submit the same jar files over and over again,Improvement,Resolved,Major,Duplicate,2010-06-30T19:21:38.196+0000,2015-11-13T18:57:10.025+0000,2015-11-13T18:57:09.972+0000,31,31,31,2
MAPREDUCE-1898,True False False,,[Herriot] Implement a functionality for getting the job summary information of a job.,Task,Open,Major,,2010-06-28T05:43:57.019+0000,2013-05-02T02:29:31.844+0000,,13,13,12,7
MAPREDUCE-1892,True True False,,RaidNode can allow layered policies more efficiently,Improvement,Closed,Major,Fixed,2010-06-23T22:16:33.339+0000,2011-12-12T06:19:35.751+0000,2010-11-02T18:31:42.040+0000,6,6,4,2
MAPREDUCE-1890,False True False,,Create automated test scenarios for decommissioning of task trackers,Test,Open,Major,,2010-06-23T09:30:58.183+0000,2013-05-02T02:29:32.089+0000,,9,9,9,4
MAPREDUCE-1889,True False False,,[herriot] Ability to restart a single node for pushconfig,New Feature,Open,Major,,2010-06-23T08:39:54.176+0000,2013-05-02T02:29:31.979+0000,,5,5,5,3
MAPREDUCE-1871,True False False,,"Create automated test scenario for ""Collect information about number of tasks succeeded / total per time unit for a tasktracker""",Test,Resolved,Major,Fixed,2010-06-16T07:32:35.004+0000,2014-07-30T18:05:48.999+0000,2014-07-30T18:05:48.966+0000,25,25,24,14
MAPREDUCE-1861,True False False,,Raid should rearrange the replicas while raiding,Improvement,Closed,Major,Won't Fix,2010-06-12T01:42:37.701+0000,2011-11-15T00:49:09.458+0000,2011-03-31T21:20:28.906+0000,12,12,9,5
MAPREDUCE-1840,False True True,,[Gridmix] Exploit/Add security features in GridMix,Improvement,Closed,Major,Fixed,2010-06-03T05:50:29.587+0000,2011-12-12T06:19:29.802+0000,2010-07-14T09:23:26.294+0000,8,8,7,2
MAPREDUCE-1838,False True False,,DistRaid map tasks have large variance in running times,Improvement,Resolved,Minor,Fixed,2010-06-02T21:36:21.774+0000,2010-10-29T02:04:43.466+0000,2010-07-06T06:27:05.209+0000,11,11,9,1
MAPREDUCE-1837,True False False,,Raid should store the metadata in HDFS,Improvement,Resolved,Major,Won't Fix,2010-06-02T20:08:05.857+0000,2017-08-01T17:12:58.034+0000,2017-08-01T17:12:57.990+0000,3,3,3,0
MAPREDUCE-1831,True False False,,BlockPlacement policy for RAID,Improvement,Closed,Major,Fixed,2010-06-01T19:01:05.902+0000,2011-11-15T00:50:06.056+0000,2010-12-10T22:29:52.227+0000,26,26,21,5
MAPREDUCE-1819,True True False,,RaidNode should be smarter in submitting Raid jobs,Improvement,Closed,Major,Fixed,2010-05-26T21:11:24.310+0000,2011-12-12T06:19:24.813+0000,2010-10-12T18:24:22.978+0000,18,18,16,5
MAPREDUCE-1802,False True False,,allow outputcommitters to skip setup/cleanup,Bug,Resolved,Major,Duplicate,2010-05-20T01:01:32.596+0000,2010-05-20T05:49:34.600+0000,2010-05-20T05:49:34.626+0000,2,2,2,0
MAPREDUCE-1800,False True False,,using map output fetch failures to blacklist nodes is problematic,Bug,Open,Major,,2010-05-19T18:08:50.914+0000,2010-05-22T14:57:27.876+0000,,11,11,11,0
MAPREDUCE-1768,True False False,,Streaming command should be able to produced multiple outputs stored as separate DFS data sets,Improvement,Open,Major,,2007-11-20T22:19:07.347+0000,2010-05-07T05:15:10.017+0000,,0,0,0,0
MAPREDUCE-1767,True False False,,Steaming infrastructures should provide statisics about job,Improvement,Resolved,Major,Fixed,2007-11-21T00:58:52.186+0000,2014-07-22T22:44:21.113+0000,2014-07-17T18:35:06.419+0000,2,2,2,0
MAPREDUCE-1764,False True False,,FairScheduler locality delay may put heavy pressure on Jobtracker,Bug,Open,Major,,2010-05-07T00:06:08.873+0000,2011-01-13T02:27:56.983+0000,,4,4,4,0
MAPREDUCE-1763,True False False,,JobHistory should enable history collection after a timeout or some other event,Improvement,Resolved,Critical,Duplicate,2010-05-06T23:23:02.192+0000,2010-05-07T03:57:50.749+0000,2010-05-07T03:57:50.766+0000,1,1,1,0
MAPREDUCE-1758,True False False,,Building blocks for the  herriot test cases ,New Feature,Open,Minor,,2010-05-06T11:15:21.841+0000,2013-05-02T02:29:31.604+0000,,12,12,12,3
MAPREDUCE-1746,True False False,,DistributedCache add(File|Archive)ToClassPath should only use FileSystem if path is not fully qualified,Improvement,Open,Major,,2010-04-30T01:27:14.989+0000,2010-04-30T03:45:14.457+0000,,0,0,0,0
MAPREDUCE-1416,True False False,,New JIRA components for Map/Reduce project,Bug,Resolved,Major,Fixed,2010-01-27T06:49:43.615+0000,2012-02-18T16:20:48.215+0000,2012-02-18T16:20:48.136+0000,4,4,4,0
MAPREDUCE-1729,True False False,,"Distributed cache should provide an option to fail the job or not, if cache file gets modified on the fly.",New Feature,Resolved,Major,Won't Fix,2010-04-27T04:16:38.268+0000,2014-07-30T18:22:07.364+0000,2014-07-30T18:22:07.330+0000,4,4,4,0
MAPREDUCE-1723,True False False,,Capacity Scheduler should allow configuration of Map & Reduce task slots independently per queue,Improvement,Resolved,Major,Won't Fix,2010-04-22T12:05:01.236+0000,2014-07-30T18:15:00.005+0000,2014-07-30T18:14:59.973+0000,10,10,10,0
MAPREDUCE-1717,True False False,,Topology resolution should be asynchronous ,Improvement,Resolved,Major,Incomplete,2010-04-21T18:31:01.559+0000,2014-07-30T18:09:06.145+0000,2014-07-30T18:09:06.119+0000,1,1,1,0
MAPREDUCE-1702,True False True,,CPU/Memory emulation for GridMix3,Improvement,Closed,Minor,Fixed,2010-04-15T04:05:40.826+0000,2011-11-15T00:49:41.587+0000,2011-06-15T11:44:02.716+0000,1,1,1,0
MAPREDUCE-1693,True False False,,Process tree clean up of either a failed task or killed task tests.,Task,Resolved,Major,Fixed,2010-04-12T18:15:56.673+0000,2014-07-30T18:00:26.958+0000,2014-07-30T18:00:26.926+0000,17,17,17,12
MAPREDUCE-1690,True True False,,Using BuddySystem to reduce the ReduceTask's mem usage in the step of shuffle,Improvement,Resolved,Major,Won't Fix,2010-04-11T06:14:08.994+0000,2014-07-30T17:40:08.813+0000,2014-07-30T17:40:08.775+0000,9,9,9,8
MAPREDUCE-1675,True True False,,SleepJob hacks GridmixKey to pass along the sleep duration from map tasks to reduce tasks.,Improvement,Resolved,Major,Incomplete,2010-04-06T05:32:42.488+0000,2014-07-30T17:27:35.618+0000,2014-07-30T17:27:35.589+0000,0,0,0,0
MAPREDUCE-1659,True False False,,RaidNode should write temp files on /tmp and add random numbers to their names to avoid conflicts,Bug,Closed,Major,Fixed,2010-03-31T12:12:37.156+0000,2010-08-24T21:21:24.905+0000,2010-04-21T05:26:25.946+0000,6,6,5,1
